Zupanija,Mjesto,Tvrtka,Pozicija,Vrijedi_do,Link_za_posao
Vukovarsko-srijemska,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Sisačko-moslavačka,Kutina,KTC d.d.,Blagajnik (m/ž),2021-09-20,https://www.posao.hr/oglasi/blagajnik-m-z/764809/
Sisačko-moslavačka,Kutina,KTC d.d.,Skladišni radnik (m/ž),2021-09-20,https://www.posao.hr/oglasi/skladisni-radnik-m-z/764790/
Virovitičko-podravska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Šibensko-kninska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/764783/
Inozemstvo,"Waalwijk, The Netherlands",WorkToday International BV,Orderpicker - online store warehouse (m/f),2021-09-30,https://www.posao.hr/oglasi/orderpicker-online-store-warehouse-m-f/737716/
Inozemstvo,"Oirschot / Veenendaal, The Netherlands",WorkToday International BV,Warehouse worker (m/f),2021-09-30,https://www.posao.hr/oglasi/warehouse-worker-m-f/737715/
Grad Zagreb,Jankomir - Zagreb,Camaloon,Customer Support Coordinator (m/f),2021-10-08,https://www.posao.hr/oglasi/customer-support-coordinator-m-f/765595/
Grad Zagreb,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Varaždinska,Dugo Selo,Vilmar beton d.o.o.,Vozač automješalice za beton (m/ž),2021-10-09,https://www.posao.hr/oglasi/vozac-automjesalice-za-beton-m-z/765892/
Varaždinska,Hrvatska,Gobi Mont,Montažer / Serviser (m/ž),2021-09-17,https://www.posao.hr/oglasi/montazer-serviser-m-z/765882/
Zagrebačka,Vrbovec,KTC d.d.,Skladišni radnik (m/ž),2021-09-22,https://www.posao.hr/oglasi/skladisni-radnik-m-z/765584/
Zadarska,"Bol, Supetar, Brela,...",Sunce hoteli d.d.,Konobar (m/ž),2021-09-20,https://www.posao.hr/oglasi/konobar-m-z/760829/
Zadarska,Work from home,CCPORTER Sp. z o.o.,Sales Specialist with Slovenian (m/f),2021-09-30,https://www.posao.hr/oglasi/sales-specialist-with-slovenian-m-f/763224/
Splitsko-dalmatinska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Vukovarsko-srijemska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Primorsko-goranska,"područje Hrvatskog zagorja; Karlovca i okolice; Rijeke, Kvarnera i Istre",Reca d.o.o.,Prodajni savjetnik za metaloprerađivački sektor (m/ž),2021-09-20,https://www.posao.hr/oglasi/prodajni-savjetnik-za-metalopreradivacki-sektor-m-z/766276/
Sisačko-moslavačka,Kutina,KTC d.d.,"Vozač teretnog vozila - 7,5 tona i više (m/ž)",2021-09-20,https://www.posao.hr/oglasi/vozac-teretnog-vozila-75-tona-i-vise-m-z/764786/
Sisačko-moslavačka,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/764783/
Virovitičko-podravska,Slatina,KTC d.d.,Blagajnik (m/ž),2021-09-20,https://www.posao.hr/oglasi/blagajnik-m-z/764808/
Virovitičko-podravska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/764783/
Šibensko-kninska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-support-specialist-m-f/764782/
Šibensko-kninska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-manager-m-f/764412/
Inozemstvo,"Tilburg, The Netherlands",WorkToday International BV,XPO Orderpicker / Warehouse worker  (m/f),2021-09-30,https://www.posao.hr/oglasi/xpo-orderpicker-warehouse-worker-m-f/739771/
Grad Zagreb,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Grad Zagreb,Vrbovec,KTC d.d.,Skladišni radnik (m/ž),2021-09-22,https://www.posao.hr/oglasi/skladisni-radnik-m-z/765584/
Varaždinska,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Zagrebačka,Zagreb,Metro Cash & Carry d.o.o.,Specijalist za planiranje potražnje (m/ž),2021-09-21,https://www.posao.hr/oglasi/specijalist-za-planiranje-potraznje-m-z/765193/
Zadarska,Zadar,Tepih Centar d.o.o.,Skladištar / Monter (m/ž),2021-09-15,https://www.posao.hr/oglasi/skladistar-monter-m-z/763223/
Zadarska,Zadar,Tepih Centar d.o.o.,Prodavač/ica u prodajnom centru,2021-09-15,https://www.posao.hr/oglasi/prodavac-ica-u-prodajnom-centru/763222/
Splitsko-dalmatinska,Split,Metro Cash & Carry d.o.o.,Radnik na odjelu prijema robe (m/ž),2021-09-21,https://www.posao.hr/oglasi/radnik-na-odjelu-prijema-robe-m-z/765190/
Vukovarsko-srijemska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/764783/
Primorsko-goranska,"područje Rijeke, Kvarnera i Istre, područje Zagreba i Zagrebačke županije",Reca d.o.o.,Prodajni savjetnik za autoservisni sektor (m/ž),2021-09-20,https://www.posao.hr/oglasi/prodajni-savjetnik-za-autoservisni-sektor-m-z/766280/
Primorsko-goranska,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Sisačko-moslavačka,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-support-specialist-m-f/764782/
Sisačko-moslavačka,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-manager-m-f/764412/
Virovitičko-podravska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-support-specialist-m-f/764782/
Virovitičko-podravska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-manager-m-f/764412/
Šibensko-kninska,Zagreb or remote anywhere from Croatia,Camaloon,Business Development Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-development-manager-m-f/764411/
Inozemstvo,Ireland,Gleneagle Group,Bar tender / Mixologist (m/f),2021-09-19,https://www.posao.hr/oglasi/bar-tender-mixologist-m-f/760815/
Inozemstvo,The Netherlands,Care Force Medical Recruitment,Intensivist (m/f),2021-09-30,https://www.posao.hr/oglasi/intensivist-m-f/729486/
Grad Zagreb,Zagreb,Metro Cash & Carry d.o.o.,Specijalist za planiranje potražnje (m/ž),2021-09-21,https://www.posao.hr/oglasi/specijalist-za-planiranje-potraznje-m-z/765193/
Varaždinska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Zagrebačka,Zagreb,Metro Cash & Carry d.o.o.,Talent Expert (m/ž),2021-09-21,https://www.posao.hr/oglasi/talent-expert-m-z/765194/
Zadarska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-09-29,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/762883/
Zadarska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-09-29,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/762881/
Požeško-slavonska,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Splitsko-dalmatinska,Split,Metro Cash & Carry d.o.o.,Tehničar na odjelu održavanja (m/ž),2021-09-21,https://www.posao.hr/oglasi/tehnicar-na-odjelu-odrzavanja-m-z/765195/
Splitsko-dalmatinska,Split,Metro Cash & Carry d.o.o.,Key Account Manager (m/ž),2021-09-21,https://www.posao.hr/oglasi/key-account-manager-m-z/765197/
Vukovarsko-srijemska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-support-specialist-m-f/764782/
Vukovarsko-srijemska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-manager-m-f/764412/
Primorsko-goranska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Sisačko-moslavačka,Zagreb or remote anywhere from Croatia,Camaloon,Business Development Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-development-manager-m-f/764411/
Virovitičko-podravska,Zagreb or remote anywhere from Croatia,Camaloon,Business Development Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-development-manager-m-f/764411/
Šibensko-kninska,"Šibenik, Zagreb",Fero-Term d.o.o.,Voditelj poslovnice (m/ž),2021-09-13,https://www.posao.hr/oglasi/voditelj-poslovnice-m-z/762631/
Šibensko-kninska,Croatia,WorkToday International BV,Recruiter (m/f),2021-09-30,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Inozemstvo,Belgium,Care Force Medical Recruitment,Haematologist (m/f),2021-09-30,https://www.posao.hr/oglasi/haematologist-m-f/729524/
Inozemstvo,The Netherlands,Care Force Medical Recruitment,Emergency room Doctor (m/f),2021-09-30,https://www.posao.hr/oglasi/emergency-room-doctor-m-f/729526/
Grad Zagreb,Zagreb,Metro Cash & Carry d.o.o.,Talent Expert (m/ž),2021-09-21,https://www.posao.hr/oglasi/talent-expert-m-z/765194/
Varaždinska,Remote,AA Euro Croatia d.o.o.,Head of Client Services (m/f),2021-10-07,https://www.posao.hr/oglasi/head-of-client-services-m-f/765220/
Varaždinska,Remote,AA Euro Croatia d.o.o.,Full Stack / Backend Developer (m/f),2021-10-07,https://www.posao.hr/oglasi/full-stack-backend-developer-m-f/765205/
Zagrebačka,Zagreb,Metro Cash & Carry d.o.o.,Learning and Development Expert (m/ž),2021-09-21,https://www.posao.hr/oglasi/learning-and-development-expert-m-z/765198/
Zadarska,Kamp Šimuni - Otok Pag,Kamp Šimuni d.o.o.,Električar (m/ž),2021-09-30,https://www.posao.hr/oglasi/elektricar-m-z/765586/
Zadarska,Remote,AA Euro Croatia d.o.o.,UX/UI developer (m/f),2021-10-10,https://www.posao.hr/oglasi/ux-ui-developer-m-f/766914/
Osječko-baranjska,"Zagreb, Remotely",Scalable Global Solutions d.d.,Junior Developer Backend and / or Frontend (f/m/d),2021-10-01,https://www.posao.hr/oglasi/junior-developer-backend-and-or-frontend-f-m-d/765587/
Požeško-slavonska,Zagreb and remotely,Scalable Global Solutions d.d.,Solution Architect (f/m/d),2021-10-01,https://www.posao.hr/oglasi/solution-architect-f-m-d/765585/
Požeško-slavonska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-10-03,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/764783/
Splitsko-dalmatinska,Split,Metro Cash & Carry d.o.o.,Prodavač (m/ž),2021-09-21,https://www.posao.hr/oglasi/prodavac-m-z/765202/
Vukovarsko-srijemska,Zagreb or remote anywhere from Croatia,Camaloon,Business Development Manager (m/f),2021-10-03,https://www.posao.hr/oglasi/business-development-manager-m-f/764411/
