Zupanija,Mjesto,Tvrtka,Pozicija,Vrijedi_do,Link_za_posao
Bjelovarsko-bilogorska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Bjelovarsko-bilogorska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Vukovarsko-srijemska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Vukovarsko-srijemska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Zadarska,Croatia,WorkToday International BV,Recruiter (m/f),2021-08-31,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Zadarska,"Bol, Brela, Starigrad-Paklenica",Sunce hoteli d.d.,Wellness terapeut (m/ž),2021-08-20,https://www.posao.hr/oglasi/wellness-terapeut-m-z/757173/
Bjelovarsko-bilogorska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Spanish (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-spanish-m-f/742927/
Bjelovarsko-bilogorska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Italian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-italian-m-f/742926/
Varaždinska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Vukovarsko-srijemska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Vukovarsko-srijemska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Zadarska,"Bol, Starigrad Paklenica",Sunce hoteli d.d.,Sobarica (m/ž),2021-08-20,https://www.posao.hr/oglasi/sobarica-m-z/757171/
Zadarska,"Starigrad-Paklenica, Bol,...",Sunce hoteli d.d.,Pomoćni radnik u kuhinji (m/ž),2021-08-20,https://www.posao.hr/oglasi/pomocni-radnik-u-kuhinji-m-z/757169/
Bjelovarsko-bilogorska,Online / Remote,Learnlight Services,Junior Program Management Administrator - German & English (m/f),2021-08-22,https://www.posao.hr/oglasi/junior-program-management-administrator-german-english-m-f/752461/
Bjelovarsko-bilogorska,"Hrvatska, EU",Totić Instalacije d.o.o.,"Monter klimatizacije i ventilacije, centralnog grijanja, vodovoda i odvodnje (m/ž)",2021-08-20,https://www.posao.hr/oglasi/monter-klimatizacije-i-ventilacije-centralnog-grijanja-vodovoda-i-odvodnje-m-z/759294/
Varaždinska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Varaždinska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Vukovarsko-srijemska,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Zadarska,"Bol, Brela, Tučepi,...",Sunce hoteli d.d.,Kuhar (m/ž),2021-08-20,https://www.posao.hr/oglasi/kuhar-m-z/757168/
Zadarska,Starigrad Paklenica,Sunce hoteli d.d.,Šef kuhinje (m/ž),2021-08-20,https://www.posao.hr/oglasi/sef-kuhinje-m-z/756066/
Bjelovarsko-bilogorska,Zagreb / Varaždin / home office,Workforce Ljudski Potencijali d.o.o.,Customer Support Specialist – French and English (m/f),2021-08-17,https://www.posao.hr/oglasi/customer-support-specialist-french-and-english-m-f/735364/
Bjelovarsko-bilogorska,"Zagreb, Varaždin, home office",Workforce Ljudski Potencijali d.o.o.,Customer Support Specialist – Russian and English (m/f),2021-08-30,https://www.posao.hr/oglasi/customer-support-specialist-russian-and-english-m-f/758441/
Zagrebačka,Zagreb,Camaloon,Specijalist u odjelu za print (m/ž),2021-09-10,https://www.posao.hr/oglasi/specijalist-u-odjelu-za-print-m-z/759042/
Varaždinska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Varaždinska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Vukovarsko-srijemska,Croatia,WorkToday International BV,Recruiter (m/f),2021-08-31,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Vukovarsko-srijemska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist (m/f) with Croatian and Slovenian,2021-08-14,https://www.posao.hr/oglasi/sales-specialist-m-f-with-croatian-and-slovenian/753015/
Zadarska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist (m/f) with Croatian and Slovenian,2021-08-14,https://www.posao.hr/oglasi/sales-specialist-m-f-with-croatian-and-slovenian/753015/
Bjelovarsko-bilogorska,"Zagreb, Varaždin, rad od kuće",Workforce Ljudski Potencijali d.o.o.,Agent u korisničkoj podršci na njemačkom jeziku (ž/m),2021-08-25,https://www.posao.hr/oglasi/agent-u-korisnickoj-podrsci-na-njemackom-jeziku-z-m/704650/
Zagrebačka,Zagreb,Camaloon,Operater u proizvodnji (m/ž),2021-09-10,https://www.posao.hr/oglasi/operater-u-proizvodnji-m-z/759041/
Zagrebačka,"Zagreb, Jasenice",Tifon d.o.o.,Gastro prodavač / Prodavač (m/ž),2021-09-10,https://www.posao.hr/oglasi/gastro-prodavac-prodavac-m-z/758760/
Varaždinska,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Varaždinska,Ivanec,KTC d.d.,Skladišni radnik (m/ž),2021-08-15,https://www.posao.hr/oglasi/skladisni-radnik-m-z/755849/
Vukovarsko-srijemska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Vukovarsko-srijemska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Zadarska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Zadarska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-09-01,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Inozemstvo,"Frankfurt, Njemačka",Talentixx Adria društvo s ograničenom odgovornošću za posredovanje u zapošljavanju,Frizerka / Frizer,2021-09-10,https://www.posao.hr/oglasi/frizerka-frizer/759039/
Zagrebačka,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Zagrebačka,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Varaždinska,Croatia,WorkToday International BV,Recruiter (m/f),2021-08-31,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Varaždinska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist (m/f) with Croatian and Slovenian,2021-08-20,https://www.posao.hr/oglasi/sales-specialist-m-f-with-croatian-and-slovenian/753015/
Vukovarsko-srijemska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Spanish (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-spanish-m-f/742927/
Vukovarsko-srijemska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Italian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-italian-m-f/742926/
Sisačko-moslavačka,Kutina,KTC d.d.,Vozač teretnog vozila (m/ž),2021-08-23,https://www.posao.hr/oglasi/vozac-teretnog-vozila-m-z/758439/
Zadarska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Spanish (m/f),2021-09-10,https://www.posao.hr/oglasi/sales-specialist-with-spanish-m-f/742927/
Inozemstvo,"Njemačka, Austrija, Nizozemska, Velika Britanija",Atena - Personal s.r.o.,Njegovatelj/ica,2021-08-31,https://www.posao.hr/oglasi/njegovatelj-ica/759040/
Inozemstvo,Njemačka,Nürburgring Holding GmbH,Kuhar (m/ž),2021-09-09,https://www.posao.hr/oglasi/kuhar-m-z/758434/
Zagrebačka,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Zagrebačka,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Varaždinska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-13,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Varaždinska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Vukovarsko-srijemska,Online / Remote,Learnlight Services,Junior Program Management Administrator - German & English (m/f),2021-08-22,https://www.posao.hr/oglasi/junior-program-management-administrator-german-english-m-f/752461/
Sisačko-moslavačka,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Zadarska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Italian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-italian-m-f/742926/
Virovitičko-podravska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Inozemstvo,"Jenbach, Österreich",INNIO Jenbacher GmbH & Co. OG,International Accountant - focus IFRS/UGB (m/f),2021-09-03,https://www.posao.hr/oglasi/international-accountant-focus-ifrs-ugb-m-f/757945/
Inozemstvo,Belgija,MKV-MONT d.o.o.,Bravar (m/ž),2021-09-04,https://www.posao.hr/oglasi/bravar-m-z/757943/
Zagrebačka,Zagreb,Strabag BRVZ d.o.o. za usluge,Senior Software Developer (ž/m),2021-09-01,https://www.posao.hr/oglasi/senior-software-developer-z-m/757358/
Zagrebačka,Zagreb,Strabag BRVZ d.o.o. za usluge,Mitarbeiter/Mitarbeiterin internationale Client-Software-Bereitstellung,2021-09-01,https://www.posao.hr/oglasi/mitarbeiter-mitarbeiterin-internationale-client-software-bereitstellung/757357/
Varaždinska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Spanish (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-spanish-m-f/742927/
Varaždinska,Remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Italian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-italian-m-f/742926/
Vukovarsko-srijemska,"Hrvatska, EU",Totić Instalacije d.o.o.,"Monter klimatizacije i ventilacije, centralnog grijanja, vodovoda i odvodnje (m/ž)",2021-08-17,https://www.posao.hr/oglasi/monter-klimatizacije-i-ventilacije-centralnog-grijanja-vodovoda-i-odvodnje-m-z/759294/
Vukovarsko-srijemska,Zagreb / Varaždin / home office,Workforce Ljudski Potencijali d.o.o.,Customer Support Specialist – French and English (m/f),2021-08-13,https://www.posao.hr/oglasi/customer-support-specialist-french-and-english-m-f/735364/
Grad Zagreb,Zagreb,Camaloon,Specijalist u odjelu za print (m/ž),2021-09-10,https://www.posao.hr/oglasi/specijalist-u-odjelu-za-print-m-z/759042/
Sisačko-moslavačka,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Sisačko-moslavačka,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Virovitičko-podravska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Virovitičko-podravska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Inozemstvo,Luksemburg,Court of Justice of the European Union,Asistent (m/ž),2021-09-05,https://www.posao.hr/oglasi/asistent-m-z/757163/
Inozemstvo,The Netherlands,Care Force Medical Recruitment,Intensivist (m/f),2021-08-30,https://www.posao.hr/oglasi/intensivist-m-f/729486/
Zagrebačka,Zagreb,Strabag BRVZ d.o.o. za usluge,Junior Backend - / ERP-Developer (m/w),2021-09-01,https://www.posao.hr/oglasi/junior-backend-erp-developer-m-w/757356/
Zagrebačka,Zagreb,Strabag BRVZ d.o.o. za usluge,Senior Backend - / ERP-Developer (m/w),2021-09-01,https://www.posao.hr/oglasi/senior-backend-erp-developer-m-w/757355/
Varaždinska,"Varaždin, Zagreb, Osijek",NTH Mobile d.o.o.,Asistent u kontrolingu (m/ž),2021-08-22,https://www.posao.hr/oglasi/asistent-u-kontrolingu-m-z/757947/
Varaždinska,"Varaždin, Osijek",NTH Mobile d.o.o.,Customer Care Agent za češki jezik (m/ž),2021-08-22,https://www.posao.hr/oglasi/customer-care-agent-za-ceski-jezik-m-z/757166/
Vukovarsko-srijemska,"Zagreb, Varaždin, home office",Workforce Ljudski Potencijali d.o.o.,Customer Support Specialist – Russian and English (m/f),2021-08-30,https://www.posao.hr/oglasi/customer-support-specialist-russian-and-english-m-f/758441/
Vukovarsko-srijemska,"Zagreb, Varaždin, rad od kuće",Workforce Ljudski Potencijali d.o.o.,Agent u korisničkoj podršci na njemačkom jeziku (ž/m),2021-08-25,https://www.posao.hr/oglasi/agent-u-korisnickoj-podrsci-na-njemackom-jeziku-z-m/704650/
Grad Zagreb,Zagreb,Camaloon,Operater u proizvodnji (m/ž),2021-09-10,https://www.posao.hr/oglasi/operater-u-proizvodnji-m-z/759041/
Grad Zagreb,"Zagreb, Jasenice",Tifon d.o.o.,Gastro prodavač / Prodavač (m/ž),2021-09-10,https://www.posao.hr/oglasi/gastro-prodavac-prodavac-m-z/758760/
Splitsko-dalmatinska,Split,Hrvatski registar brodova,Inspektor-ica PU ,2021-08-23,https://www.posao.hr/oglasi/inspektor-ica-pu/757939/
Sisačko-moslavačka,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Sisačko-moslavačka,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Virovitičko-podravska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Virovitičko-podravska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Inozemstvo,"Njemačka, Švicarska, Nizozemska",PMS Elektrotechnik d.o.o.,Električar (m/ž),2021-08-31,https://www.posao.hr/oglasi/elektricar-m-z/731144/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Njegovatelj / Njegovateljica,2021-08-27,https://www.posao.hr/oglasi/njegovatelj-njegovateljica/756063/
Zagrebačka,Zagreb,Strabag BRVZ d.o.o. za usluge,Mitarbeiterin /Mitarbeiter IT-Servicedesk,2021-09-01,https://www.posao.hr/oglasi/mitarbeiterin-mitarbeiter-it-servicedesk/757354/
Zagrebačka,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Varaždinska,Online / Remote,Learnlight Services,Junior Program Management Administrator - German & English (m/f),2021-08-22,https://www.posao.hr/oglasi/junior-program-management-administrator-german-english-m-f/752461/
Varaždinska,"Hrvatska, EU",Totić Instalacije d.o.o.,"Monter klimatizacije i ventilacije, centralnog grijanja, vodovoda i odvodnje (m/ž)",2021-09-09,https://www.posao.hr/oglasi/monter-klimatizacije-i-ventilacije-centralnog-grijanja-vodovoda-i-odvodnje-m-z/759294/
Primorsko-goranska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Šibensko-kninska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Grad Zagreb,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Grad Zagreb,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Splitsko-dalmatinska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Splitsko-dalmatinska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Sisačko-moslavačka,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Sisačko-moslavačka,Croatia,WorkToday International BV,Recruiter (m/f),2021-08-31,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Virovitičko-podravska,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Virovitičko-podravska,Pitomača,KTC d.d.,Konobar (m/ž),2021-08-15,https://www.posao.hr/oglasi/konobar-m-z/755848/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Stručnjak Njegovatelj / Njegovateljica,2021-08-27,https://www.posao.hr/oglasi/strucnjak-njegovatelj-njegovateljica/756064/
Zagrebačka,Zagreb,Kofein d.o.o.,Senior Copywriter (m/ž),2021-08-29,https://www.posao.hr/oglasi/senior-copywriter-m-z/756962/
Varaždinska,Zagreb / Varaždin / home office,Workforce Ljudski Potencijali d.o.o.,Customer Support Specialist – French and English (m/f),2021-09-09,https://www.posao.hr/oglasi/customer-support-specialist-french-and-english-m-f/735364/
Primorsko-goranska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Primorsko-goranska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Šibensko-kninska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
Šibensko-kninska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Grad Zagreb,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Grad Zagreb,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Splitsko-dalmatinska,remote anywhere from Croatia,Camaloon,Customer Support Specialist (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-support-specialist-m-f/757364/
Splitsko-dalmatinska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Sisačko-moslavačka,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist (m/f) with Croatian and Slovenian,2021-08-14,https://www.posao.hr/oglasi/sales-specialist-m-f-with-croatian-and-slovenian/753015/
Virovitičko-podravska,Croatia,WorkToday International BV,Recruiter (m/f),2021-08-31,https://www.posao.hr/oglasi/recruiter-m-f/746580/
Virovitičko-podravska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist (m/f) with Croatian and Slovenian,2021-08-14,https://www.posao.hr/oglasi/sales-specialist-m-f-with-croatian-and-slovenian/753015/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Instalater / Instalaterka vodovoda i grijanja,2021-08-27,https://www.posao.hr/oglasi/instalater-instalaterka-vodovoda-i-grijanja/756065/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Zavarivač / Zavarivačica  ,2021-08-27,https://www.posao.hr/oglasi/zavarivac-zavarivacica/756067/
Zagrebačka,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Požeško-slavonska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Primorsko-goranska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Primorsko-goranska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Šibensko-kninska,Zagreb or remote from anywhere in Croatia,Camaloon,Business Manager (m/f),2021-09-02,https://www.posao.hr/oglasi/business-manager-m-f/757365/
Šibensko-kninska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Grad Zagreb,Zagreb,Strabag BRVZ d.o.o. za usluge,Senior Software Developer (ž/m),2021-09-01,https://www.posao.hr/oglasi/senior-software-developer-z-m/757358/
Grad Zagreb,Zagreb,Strabag BRVZ d.o.o. za usluge,Mitarbeiter/Mitarbeiterin internationale Client-Software-Bereitstellung,2021-09-01,https://www.posao.hr/oglasi/mitarbeiter-mitarbeiterin-internationale-client-software-bereitstellung/757357/
Splitsko-dalmatinska,Croatia,LHR Marcin Bronowski,Sales Representative (m/f),2021-08-14,https://www.posao.hr/oglasi/sales-representative-m-f/757164/
Splitsko-dalmatinska,Zagreb - cijela RH,Metrion Projekt d.o.o.,Nadzorni inženjer (m/ž),2021-08-20,https://www.posao.hr/oglasi/nadzorni-inzenjer-m-z/756963/
Sisačko-moslavačka,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Sisačko-moslavačka,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Virovitičko-podravska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian and Macedonian (m/f),2021-08-19,https://www.posao.hr/oglasi/sales-specialist-with-croatian-and-macedonian-m-f/753014/
Virovitičko-podravska,remote - work from home,CCPORTER Sp. z o.o.,Sales Specialist with Croatian (m/f),2021-08-22,https://www.posao.hr/oglasi/sales-specialist-with-croatian-m-f/753013/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Stolar / Stolarica,2021-08-27,https://www.posao.hr/oglasi/stolar-stolarica/756068/
Inozemstvo,Njemačka,Dremo Personaldienstleistung GmbH,Električar / Električarka – Elektromonter / Elektromonterka,2021-08-27,https://www.posao.hr/oglasi/elektricar-elektricarka-elektromonter-elektromonterka/756069/
Osječko-baranjska,Zagreb or remote anywhere from Croatia,Camaloon,Sales Development Representative (m/f),2021-09-02,https://www.posao.hr/oglasi/sales-development-representative-m-f/757367/
Zagrebačka,Zagreb,American Embassy,Guard (m/f),2021-08-21,https://www.posao.hr/oglasi/guard-m-f/754948/
Zagrebačka,Zagreb - Croatia / Krakow - Poland,Answear.com S.A.,E-Commerce Specialist - Croatian market (m/f),2021-08-22,https://www.posao.hr/oglasi/e-commerce-specialist-croatian-market-m-f/753889/
Požeško-slavonska,Zagreb or remote anywhere from Croatia,Camaloon,Customer Experience Specialist  (m/f),2021-09-02,https://www.posao.hr/oglasi/customer-experience-specialist-m-f/757366/
