Zupanija,Mjesto,Tvrtka,Pozicija,vrijedi_do,link_za_posao
Međimurska,Mala Subotica,"ALUPLASTIK, obrt za proizvodnju, vl. Josip Pintar,...",Radnik/radnica na izradi aluminijske i pvc stolarije,6 dana do isteka,https://www.posao.hr/oglasi/radnik-radnica-na-izradi-aluminijske-i-pvc-stolarije/707401/
Međimurska,Gornji Kuršanec,GRADAX društvo s ograničenom odgovornošću za...,Mehaničar/mehaničarka radnih građevinskih strojeva,6 dana do isteka,https://www.posao.hr/oglasi/mehanicar-mehanicarka-radnih-gradevinskih-strojeva/707389/
Međimurska,Gornji Kuršanec,GRADAX društvo s ograničenom odgovornošću za...,Poslovođa/poslovotkinja na gradilištu,6 dana do isteka,https://www.posao.hr/oglasi/poslovoda-poslovotkinja-na-gradilistu/707314/
Međimurska,Čakovec,SOLEKTRA d.o.o. za proizvodnju električne energije iz...,Elektroinstalater/elektroinstalaterka,5 dana do isteka,https://www.posao.hr/oglasi/elektroinstalater-elektroinstalaterka/707371/
Međimurska,Čakovec,PANA Windows društvo s ograničenom odgovornošću za...,Djelatnik/djelatnica u proizvodnji prozora,9 dana do isteka,https://www.posao.hr/oglasi/djelatnik-djelatnica-u-proizvodnji-prozora/707395/
Međimurska,Totovec,"BETAPLAST, PROIZVODNJA I TRGOVINA NA VELIKO I MALO D.O.O.",Strojar/strojarka na održavanju postrojenja,9 dana do isteka,https://www.posao.hr/oglasi/strojar-strojarka-na-odrzavanju-postrojenja/707296/
Međimurska,Totovec,"BETAPLAST, PROIZVODNJA I TRGOVINA NA VELIKO I MALO D.O.O.",Skladišni radnik/radnica-viličarist/viličaristica,9 dana do isteka,https://www.posao.hr/oglasi/skladisni-radnik-radnica-vilicarist-vilicaristica/707295/
Međimurska,Čehovec,VOĆNJAK ČEHOVEC društvo s ograničenom odgovornošću za...,Berač/ beračica jabuka,3 dana do isteka,https://www.posao.hr/oglasi/berac-beracica-jabuka/707280/
Međimurska,Nedelišće,VOĆNJAK NEDELIŠĆE društvo s ograničenom odgovornošću...,Berač/ beračica jabuka,3 dana do isteka,https://www.posao.hr/oglasi/berac-beracica-jabuka/707279/
Međimurska,Otok,"RESTORAN PREPELICA, ugostiteljski obrt, vl. Dragica...",Pomoćni kuhar/ica,3 dana do isteka,https://www.posao.hr/oglasi/pomocni-kuhar-ica/707190/
Grad Zagreb,Zagreb,MOJ DOM NEKRETNINE d.o.o. za trgovinu i usluge,Posrednik/ca za nekretnine,11 dana do isteka,https://www.posao.hr/oglasi/posrednik-ca-za-nekretnine/710011/
Grad Zagreb,Zagreb,ŠKOLSKI ŠPORTSKI SAVEZ GRADA ZAGREBA,Stručni/a suradnik/ca,8 dana do isteka,https://www.posao.hr/oglasi/strucni-a-suradnik-ca/710004/
Grad Zagreb,Zagreb,"ALUMINIUM GLASS STEEL d.o.o. za proizvodnju, trgovinu...",Voditelj/ica projekta,8 dana do isteka,https://www.posao.hr/oglasi/voditelj-ica-projekta/709990/
Grad Zagreb,Zagreb,"ALUMINIUM GLASS STEEL d.o.o. za proizvodnju, trgovinu...",Projektant/ica,8 dana do isteka,https://www.posao.hr/oglasi/projektant-ica/709985/
Grad Zagreb,Zagreb,SENARATNE PARTNERS d.o.o. za usluge,Recepcioner/ka u hostelu,1 dan do isteka,https://www.posao.hr/oglasi/recepcioner-ka-u-hostelu/710025/
