Zupanija,Mjesto,Tvrtka,Pozicija,Vrijedi_do,Link_za_posao
Istarska,Europska unija,"ELEKTRO BESS  uslužno servisno-trgovačko društvo, d.o.o.",Monter asfaltnih postrojenja (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/538089/Monter-asfaltnih-postrojenja-mz/
Dubrovačko-neretvanska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem ruskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537839/Specijalist-korisnicke-podrske-sa-znanjem-ruskog-i-engleskog-jezika-mz/
Dubrovačko-neretvanska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem francuskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537838/Specijalist-korisnicke-podrske-sa-znanjem-francuskog-i-engleskog-jezika-mz/
Bjelovarsko-bilogorska,središnja Hrvatska,MAPEI CROATIA d.o.o.,Prodajno-tehnički suradnik (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/537535/Prodajno-tehnicki-suradnik-mz/
Bjelovarsko-bilogorska,Bjelovar,Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/507362/Farmaceut-mz/
Brodsko-posavska,"Novska, Okučani",Profesio d.o.o. za privremeno zapošljavanje i posredovanje pri zapošljavanju,Radnik na odmorištu autoceste (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539888/Radnik-na-odmoristu-autoceste-mz/
Istarska,"Cres, Buje, Medulin, Pula, Rijeka, Split, Solin, Supetar, Zagreb, Domašinec, Belica, Jastrebarsko, Crikvenica, Labin",HATTRICK-PSK d.o.o.,Prodavač - blagajnik (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/537583/Prodavac-blagajnik-mz/
Dubrovačko-neretvanska,cijela Hrvatska,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Građevinski poslovođa (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536190/Gradjevinski-poslovodja-mz/
Dubrovačko-neretvanska,rad od kuće,DEKRA zapošljavanje d.o.o.,Technical Sales Engineer (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536951/Technical-Sales-Engineer-mz/
Bjelovarsko-bilogorska,"Zagreb, Samobor, Metković i cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/501383/Farmaceut-mz/
Bjelovarsko-bilogorska,"Zagreb, Novalja, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceutski tehničar (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/498022/Farmaceutski-tehnicar-mz/
Brodsko-posavska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Savjetnik za upite na njemačkom jeziku (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539263/Savjetnik-za-upite-na-njemackom-jeziku-mz/
Brodsko-posavska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Suradnik za poljsko tržište (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/535208/Suradnik-za-poljsko-trziste-mz/
Istarska,cijela Hrvatska,Smart Flex d.o.o.,"Radnik na montaži fasadnih sustava, ALU i PVC stolarije (m/ž)",30.08.2021.,https://www.moj-posao.net/Posao/537523/Radnik-na-montazi-fasadnih-sustava-ALU-i-PVC-stolarije-mz/
Dubrovačko-neretvanska,"cijela Hrvatska, Traunstein, Nürnberg, Herzogenaurach, Karlsruhe, Njemačka",RADNIK d.d. Križevci,Tesar - zidar (m/ž),20.09.2021.,https://www.moj-posao.net/Posao/539593/Tesar-zidar-mz/
Bjelovarsko-bilogorska,remote,AA EURO CROATIA društvo s ograničenom odgovornošću za usluge,Full Stack / Backend Developer (m/f),03.09.2021.,https://www.moj-posao.net/Posao/536010/Full-Stack-Backend-Developer-mf/
Bjelovarsko-bilogorska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Savjetnik za upite na njemačkom jeziku (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539263/Savjetnik-za-upite-na-njemackom-jeziku-mz/
Brodsko-posavska,Slavonski Brod,Tipico Sports Services d.o.o. za usluge,Poslovni analitičar (m/ž),08.09.2021.,https://www.moj-posao.net/Posao/539026/Poslovni-analiticar-mz/
Brodsko-posavska,cijela Hrvatska,CROWN COOL d.o.o. za trgovinu i usluge,Serviser - frigomehaničar (m/ž),12.09.2021.,https://www.moj-posao.net/Posao/538390/Serviser-frigomehanicar-mz/
Istarska,"Bjelovar, Kenđelovec, Čakovec, Sveti Ivan Zelina, Labin, Novigrad (Istarski), Poreč, Pula, Rijeka, Rupa, Umag, Varaždin, Vrsar, Sveti Križ Začretje, Zadar, Zagreb",CRODUX DERIVATI DVA društvo s ograničenom odgovornošću  za trgovinu naftnim derivatima i plinovima,Prodavač - konobar (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/536368/Prodavac-konobar-mz/
Istarska,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Virovitičko-podravska,"cijela Hrvatska, Traunstein, Nürnberg, Herzogenaurach, Karlsruhe, Njemačka",RADNIK d.d. Križevci,Tesar - zidar (m/ž),20.09.2021.,https://www.moj-posao.net/Posao/539593/Tesar-zidar-mz/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Čakovec, Dubrovnik, Split, Slavonski Brod, Osijek",Privredna Banka Zagreb d.d.,Java developer (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539089/Java-developer-mz/
Dubrovačko-neretvanska,Zagreb,NOVA TV,Backend Developer (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/538698/Backend-Developer-mz/
Bjelovarsko-bilogorska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Suradnik za poljsko tržište (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/535208/Suradnik-za-poljsko-trziste-mz/
Bjelovarsko-bilogorska,rad od kuće,Meritus Plus d.o.o.,Specijalist korisničke podrške na talijanskom jeziku (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539041/Specijalist-korisnicke-podrske-na-talijanskom-jeziku-mz/
Brodsko-posavska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem ruskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537839/Specijalist-korisnicke-podrske-sa-znanjem-ruskog-i-engleskog-jezika-mz/
Brodsko-posavska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem francuskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537838/Specijalist-korisnicke-podrske-sa-znanjem-francuskog-i-engleskog-jezika-mz/
Istarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Voditelj građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538744/Voditelj-gradjevinskih-radova-mz/
Dubrovačko-neretvanska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Dubrovačko-neretvanska,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Bjelovarsko-bilogorska,cijela Hrvatska,CROWN COOL d.o.o. za trgovinu i usluge,Serviser - frigomehaničar (m/ž),12.09.2021.,https://www.moj-posao.net/Posao/538390/Serviser-frigomehanicar-mz/
Bjelovarsko-bilogorska,"Zagrebačka, Koprivničko-križevačka, Bjelovarska, Sisačko-moslavačka",Intraffico d.o.o. za trgovinu,Terenski prodajni predstavnik (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/537740/Terenski-prodajni-predstavnik-mz/
Brodsko-posavska,cijela Hrvatska,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Građevinski poslovođa (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536190/Gradjevinski-poslovodja-mz/
Brodsko-posavska,rad od kuće,DEKRA zapošljavanje d.o.o.,Technical Sales Engineer (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536951/Technical-Sales-Engineer-mz/
Varaždinska,"Osijek, Vukovar, Požega, Varaždin, Zagreb, Rijeka",Anoval-Telekomunikacije d.o.o.,Djelatnik u direktnoj prodaji D2D (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539803/Djelatnik-u-direktnoj-prodaji-D2D-mz/
Istarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Istarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Software Quality Engineer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/516964/Senior-Software-Quality-Engineer-mf/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Pomoćnik voditelja građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538743/Pomocnik-voditelja-gradjevinskih-radova-mz/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Tesar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538746/Tesar-mz/
Dubrovačko-neretvanska,"Zagreb, remote",MIND Solutions d.o.o.,IT Technician (m/f),23.08.2021.,https://www.moj-posao.net/Posao/537457/IT-Technician-mf/
Bjelovarsko-bilogorska,"Zagreb, Varaždin, rad od kuće","CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Specijalist korisničke podrške na njemačkom jeziku (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536670/Specijalist-korisnicke-podrske-na-njemackom-jeziku-mz/
Bjelovarsko-bilogorska,rad od kuće,DEKRA zapošljavanje d.o.o.,Technical Sales Engineer (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536951/Technical-Sales-Engineer-mz/
Brodsko-posavska,remote,AA EURO CROATIA društvo s ograničenom odgovornošću za usluge,Full Stack / Backend Developer (m/f),03.09.2021.,https://www.moj-posao.net/Posao/536010/Full-Stack-Backend-Developer-mf/
Brodsko-posavska,"Slavonija, Dalmacija",KSA d.o.o.,Area manager - prodajni savjetnik (m/ž),27.08.2021.,https://www.moj-posao.net/Posao/539454/Area-manager-prodajni-savjetnik-mz/
Varaždinska,"Varaždin, Zagreb",REBUY STARS d.o.o.,Blagajnik / operater u automat klubu (m/ž),27.08.2021.,https://www.moj-posao.net/Posao/539291/Blagajnik-operater-u-automat-klubu-mz/
Istarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/493513/Java-Developer-mf/
Istarska,cijela Hrvatska,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem nizozemskog jezika (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/525691/Specijalist-korisnicke-podrske-sa-znanjem-nizozemskog-jezika-mz/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Zidar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538747/Zidar-mz/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Armirač (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538748/Armirac-mz/
Dubrovačko-neretvanska,"Orebić, Šolta, Trogir, Šibenik, Kaštela, Solin, Split, Podstrana, Makarska",RIBOLA d.o.o.,Prodavač (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/531801/Prodavac-mz/
Bjelovarsko-bilogorska,Bjelovar,Kaufland Hrvatska k.d.,Radnik u prodaji (m/ž),27.08.2021.,https://www.moj-posao.net/Posao/539665/Radnik-u-prodaji-mz/
Bjelovarsko-bilogorska,remote,USP MARKETING CONSULTANCY B.V.,Research Analyst (m/f),25.08.2021.,https://www.moj-posao.net/Posao/539058/Research-Analyst-mf/
Brodsko-posavska,remote,USP MARKETING CONSULTANCY B.V.,Research Analyst (m/f),25.08.2021.,https://www.moj-posao.net/Posao/539058/Research-Analyst-mf/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Voditelj građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538744/Voditelj-gradjevinskih-radova-mz/
Varaždinska,"Zagreb, Rijeka, Osijek, Slavonski Brod, Čakovec, Varaždin",NEW YORKER CROATIA d.o.o.,Suradnik u prodaji (m/ž),09.09.2021.,https://www.moj-posao.net/Posao/538783/Suradnik-u-prodaji-mz/
Istarska,"Zagreb, Varaždin, rad od kuće",Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem njemačkog jezika (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/521403/Specijalist-korisnicke-podrske-sa-znanjem-njemackog-jezika-mz/
Virovitičko-podravska,cijela Hrvatska,TROMONT d.o.o.,Pomoćni građevinski radnik (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538749/Pomocni-gradjevinski-radnik-mz/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Bjelovarsko-bilogorska,"Bjelovar, Garešnica",PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Voditelj centralnih skladišta (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538854/Voditelj-centralnih-skladista-mz/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Pomoćnik voditelja građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538743/Pomocnik-voditelja-gradjevinskih-radova-mz/
Varaždinska,"Zagreb, Varaždin, Čakovec, Dubrovnik, Split, Slavonski Brod, Osijek",Privredna Banka Zagreb d.d.,Java developer (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539089/Java-developer-mz/
Istarska,Umag,HSG Kariera d.o.o.,Administrator u transportu - Disponent (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/536414/Administrator-u-transportu-Disponent-mz/
Virovitičko-podravska,Sjeverna i istočna Hrvatska,TECE d.o.o.,Prodajni savjetnik (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538051/Prodajni-savjetnik-mz/
Virovitičko-podravska,"Zagreb, remote",MIND Solutions d.o.o.,IT Technician (m/f),23.08.2021.,https://www.moj-posao.net/Posao/537457/IT-Technician-mf/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Bjelovarsko-bilogorska,"Zagreb, Bjelovar",PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Inženjer kvalitete (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538853/Inzenjer-kvalitete-mz/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Tesar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538746/Tesar-mz/
Varaždinska,cijela Hrvatska,TROMONT d.o.o.,Voditelj građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538744/Voditelj-gradjevinskih-radova-mz/
Istarska,Pula,Harvey Norman Croatia d.o.o.,Skladištar (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539844/Skladistar-mz/
Virovitičko-podravska,"Zagreb, Samobor, Metković i cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/501383/Farmaceut-mz/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Software Quality Engineer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/516964/Senior-Software-Quality-Engineer-mf/
Bjelovarsko-bilogorska,Bjelovar,PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Voditelj reklamacija (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538852/Voditelj-reklamacija-mz/
Bjelovarsko-bilogorska,Bjelovar,PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Mrežni tehničar (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538857/Mrezni-tehnicar-mz/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Zidar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538747/Zidar-mz/
Varaždinska,cijela Hrvatska,TROMONT d.o.o.,Pomoćnik voditelja građevinskih radova (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538743/Pomocnik-voditelja-gradjevinskih-radova-mz/
Istarska,Pula,Deichmann trgovina obućom d.o.o.,Prodavač (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539694/Prodavac-mz/
Virovitičko-podravska,"Zagreb, Novalja, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceutski tehničar (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/498022/Farmaceutski-tehnicar-mz/
Dubrovačko-neretvanska,"Zagreb, Varaždin, Homeoffice",ecx.io,Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/493513/Java-Developer-mf/
Dubrovačko-neretvanska,"Zagreb, Dubrovnik",Tekstilpromet d.d.,Voditelj prodavaonice (m/ž),27.08.2021.,https://www.moj-posao.net/Posao/539527/Voditelj-prodavaonice-mz/
Bjelovarsko-bilogorska,"Bjelovar, Zagreb",PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Voditelj IT projekata / Konzultant (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538856/Voditelj-IT-projekata-Konzultant-mz/
Bjelovarsko-bilogorska,"Bjelovar, Zagreb",PRIMA NAMJEŠTAJ - prodaja namještaja i opremanje objekata d.o.o.,Analitičar za poslovnu inteligenciju (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/538855/Analiticar-za-poslovnu-inteligenciju-mz/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Armirač (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538748/Armirac-mz/
Brodsko-posavska,cijela Hrvatska,TROMONT d.o.o.,Pomoćni građevinski radnik (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538749/Pomocni-gradjevinski-radnik-mz/
Varaždinska,cijela Hrvatska,TROMONT d.o.o.,Tesar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538746/Tesar-mz/
Varaždinska,cijela Hrvatska,TROMONT d.o.o.,Zidar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538747/Zidar-mz/
Istarska,"Umag, Rovinj, Samobor",Europhone d.o.o.,Prodajni savjetnik u T-prodajnom mjestu (m/ž),03.09.2021.,https://www.moj-posao.net/Posao/539006/Prodajni-savjetnik-u-T-prodajnom-mjestu-mz/
Istarska,"Pula, Rovinj, Zagreb",Telemach Hrvatska d.o.o.,Prodavač u vlastitom prodajnom centru (m/ž),02.09.2021.,https://www.moj-posao.net/Posao/539091/Prodavac-u-vlastitom-prodajnom-centru-mz/
Virovitičko-podravska,remote,AA EURO CROATIA društvo s ograničenom odgovornošću za usluge,Full Stack / Backend Developer (m/f),03.09.2021.,https://www.moj-posao.net/Posao/536010/Full-Stack-Backend-Developer-mf/
Virovitičko-podravska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Savjetnik za upite na njemačkom jeziku (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/539263/Savjetnik-za-upite-na-njemackom-jeziku-mz/
Dubrovačko-neretvanska,rad od kuće,Meritus Plus d.o.o.,Specijalist korisničke podrške na talijanskom jeziku (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539041/Specijalist-korisnicke-podrske-na-talijanskom-jeziku-mz/
Dubrovačko-neretvanska,Jadranska obala i otoci,KONZUM plus d.o.o.,Prodavač - blagajnik (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/538514/Prodavac-blagajnik-mz/
Bjelovarsko-bilogorska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Brodsko-posavska,Sjeverna i istočna Hrvatska,TECE d.o.o.,Prodajni savjetnik (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538051/Prodajni-savjetnik-mz/
Varaždinska,cijela Hrvatska,TROMONT d.o.o.,Armirač (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538748/Armirac-mz/
Istarska,"Zagreb, Samobor, Bjelovar, Ludbreg, Križevci, Sveti Ivan Zelina, Varaždin, Čakovec, Karlovac, Rijeka, Pula, Poreč, Šibenik, Zadar, Split",Spar Hrvatska d.o.o.,Prodavač / blagajnik (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539098/Prodavac-blagajnik-mz/
Istarska,"Zagreb, Samobor, Ludbreg, Zelina, Čakovec, Pula, Split, Bibinje",Spar Hrvatska d.o.o.,Prodavač na odjelu delikatesa (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/539101/Prodavac-na-odjelu-delikatesa-mz/
Virovitičko-podravska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Suradnik za poljsko tržište (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/535208/Suradnik-za-poljsko-trziste-mz/
