Zupanija,Mjesto,Tvrtka,Pozicija,Vrijedi_do,Link_za_posao
Vukovarsko-srijemska,Europska unija,"ELEKTRO BESS  uslužno servisno-trgovačko društvo, d.o.o.",Monter asfaltnih postrojenja (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/538089/Monter-asfaltnih-postrojenja-mz/
Vukovarsko-srijemska,cijela Hrvatska,Smart Flex d.o.o.,"Radnik na montaži fasadnih sustava, ALU i PVC stolarije (m/ž)",16.08.2021.,https://www.moj-posao.net/Posao/537523/Radnik-na-montazi-fasadnih-sustava-ALU-i-PVC-stolarije-mz/
Inozemstvo,Irska,Morehampton Foods LTD,Food Dispatch Assistant (m/f),15.08.2021.,https://www.moj-posao.net/Posao/534801/Food-Dispatch-Assistant-mf/
Šibensko-kninska,"Šibenik, Rogoznica",Tatami trade d.o.o.,Sobar / Sobarica - Spremač / Spremačica,26.08.2021.,https://www.moj-posao.net/Posao/538310/Sobar-Sobarica-Spremac-Spremacica/
Šibensko-kninska,"Šibenik, Rogoznica",Tatami trade d.o.o.,Kuhar / Pomoćni kuhar (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538311/Kuhar-Pomocni-kuhar-mz/
Virovitičko-podravska,"Croatia, remote work",Cloudsense d.o.o.,Mid/Senior Technical Consultant (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536672/MidSenior-Technical-Consultant-mf/
Virovitičko-podravska,"Croatia, remote work",Cloudsense d.o.o.,Solution Architect (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536677/Solution-Architect-mf/
Zadarska,"Samobor, Zagreb, Split, Kaštela, Ugljan, Pašman",Smart Flex d.o.o.,Tehničar za telekomunikacije (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/537150/Tehnicar-za-telekomunikacije-mz/
Zadarska,"Rijeka, Pula, Karlovac, Zagreb, Pazin, Vukovar, Split, Šibenik, Zadar, Sisak",Smart Flex d.o.o.,Terenski prodajni predstavnik (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/537151/Terenski-prodajni-predstavnik-mz/
Zagreb i Zagrebačka,"Zagreb, Sisak, Karlovac, Rijeka, Osijek, Varaždin, Križevci, Pula, Vinkovci, Nova Gradiška, Split",Adecco Hrvatska d.o.o.,Savjetnik u terenskoj prodaji (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/489277/Savjetnik-u-terenskoj-prodaji-mz/
Zagreb i Zagrebačka,Zagreb i okolica,Adecco Hrvatska d.o.o.,Agent za rad u pozivnom centru (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/506800/Agent-za-rad-u-pozivnom-centru-mz/
Vukovarsko-srijemska,cijela Hrvatska,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Građevinski poslovođa (m/ž),30.08.2021.,https://www.moj-posao.net/Posao/536190/Gradjevinski-poslovodja-mz/
Vukovarsko-srijemska,remote,AA EURO CROATIA društvo s ograničenom odgovornošću za usluge,Full Stack / Backend Developer (m/f),20.08.2021.,https://www.moj-posao.net/Posao/536010/Full-Stack-Backend-Developer-mf/
Inozemstvo,Njemačka,NEXUS d.o.o. za proizvodnju i usluge,Monter čeličnih konstrukcija (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537303/Monter-celicnih-konstrukcija-mz/
Varaždinska,"Zagreb, Zaprešić, Pula, Rijeka, Čakovec, Varaždin",Sport Vision,Prodavač (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538319/Prodavac-mz/
Primorsko-goranska,Punat,Electus DGS d.o.o.,Mornar - dizaličar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538340/Mornar-dizalicar-mz/
Šibensko-kninska,"Šibenik, Rogoznica",Tatami trade d.o.o.,Konobar / Pomoćni konobar (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/529451/Konobar-Pomocni-konobar-mz/
Šibensko-kninska,"Šibenik, Rogoznica",Tatami trade d.o.o.,Djelatnik za prodaju sladoleda i serviranje (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538312/Djelatnik-za-prodaju-sladoleda-i-serviranje-mz/
Virovitičko-podravska,"Zagreb, Metković, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/501383/Farmaceut-mz/
Virovitičko-podravska,"Zagreb, Novalja, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceutski tehničar (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/498022/Farmaceutski-tehnicar-mz/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Recruitment Consultant (m/f),31.08.2021.,https://www.moj-posao.net/Posao/534539/Recruitment-Consultant-mf/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Zagreb i Zagrebačka,Zagreb,Adecco Hrvatska d.o.o.,Agent korisničke podrške (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/527999/Agent-korisnicke-podrske-mz/
Zagreb i Zagrebačka,"Krk, Rijeka, Zagreb, Zaprešić, Samobor, Velika Gorica, Jastrebarsko, Ivanić Grad, Dugo Selo, Vrbovec, Krapina, Zabok, Karlovac",HP-Hrvatska pošta d.d.,Dostavljač tiskovina (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/538090/Dostavljac-tiskovina-mz/
Vukovarsko-srijemska,Slavonija,MANPOWER savjetovanje d.o.o.,Stručni suradnik u prodaji (m/ž),13.08.2021.,https://www.moj-posao.net/Posao/536897/Strucni-suradnik-u-prodaji-mz/
Vukovarsko-srijemska,"Nova Gradiška, Vinkovci, Karlovac, Pula, Slavonski Brod",Electus DGS d.o.o.,Specijalist za direktnu prodaju (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/526653/Specijalist-za-direktnu-prodaju-mz/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,Recruitment Consultant (m/f),31.08.2021.,https://www.moj-posao.net/Posao/534539/Recruitment-Consultant-mf/
Varaždinska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Primorsko-goranska,Punat,Electus DGS d.o.o.,Mehaničar (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538339/Mehanicar-mz/
Primorsko-goranska,Punat,Electus DGS d.o.o.,Pomoćni radnik u brodogradilištu (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/538338/Pomocni-radnik-u-brodogradilistu-mz/
Šibensko-kninska,Šibenik,Globalna hrana d.o.o.,Radnik u restoranu (m/ž),22.08.2021.,https://www.moj-posao.net/Posao/538169/Radnik-u-restoranu-mz/
Virovitičko-podravska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Zagreb i Zagrebačka,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Vukovarsko-srijemska,"Zagreb, Sisak, Karlovac, Rijeka, Osijek, Varaždin, Križevci, Pula, Vinkovci, Nova Gradiška, Split",Adecco Hrvatska d.o.o.,Savjetnik u terenskoj prodaji (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/489277/Savjetnik-u-terenskoj-prodaji-mz/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Varaždinska,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Varaždinska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem ruskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537839/Specijalist-korisnicke-podrske-sa-znanjem-ruskog-i-engleskog-jezika-mz/
Primorsko-goranska,Rijeka,Globalna hrana d.o.o.,Radnik u restoranu (m/ž),22.08.2021.,https://www.moj-posao.net/Posao/538173/Radnik-u-restoranu-mz/
Šibensko-kninska,"Rijeka, Poreč, Pula, Umag, Labin, Raša, Senj, Čavle, Pirovac, Biograd na Moru, Sveti Filip i Jakov, Kučište, Crikvenica, Boraja, Šibenik, Komiža, Nin, Split, Šolta, Gruda, Prapatnica, Lokve, Pridvorje, Ogulin, Vrbovsko",Studenac d.o.o.,Poslovođa (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/537992/Poslovodja-mz/
Šibensko-kninska,"Istra, Kvarner, Dalmacija",Studenac d.o.o.,Prodavač (m/ž),24.08.2021.,https://www.moj-posao.net/Posao/537991/Prodavac-mz/
Virovitičko-podravska,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Virovitičko-podravska,"Zagreb, remote",MIND Solutions d.o.o.,IT Technician (m/f),23.08.2021.,https://www.moj-posao.net/Posao/537457/IT-Technician-mf/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Software Quality Engineer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/516964/Senior-Software-Quality-Engineer-mf/
Zagreb i Zagrebačka,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Vukovarsko-srijemska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem ruskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537839/Specijalist-korisnicke-podrske-sa-znanjem-ruskog-i-engleskog-jezika-mz/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Varaždinska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem francuskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537838/Specijalist-korisnicke-podrske-sa-znanjem-francuskog-i-engleskog-jezika-mz/
Varaždinska,"Osijek, Slavonski Brod, Čakovec, Varaždin, Karlovac",Rispetto j.d.o.o.,Prodajni predstavnik (m/ž),13.08.2021.,https://www.moj-posao.net/Posao/537417/Prodajni-predstavnik-mz/
Primorsko-goranska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Primorsko-goranska,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Šibensko-kninska,cijela Hrvatska,Smart Flex d.o.o.,"Radnik na montaži fasadnih sustava, ALU i PVC stolarije (m/ž)",16.08.2021.,https://www.moj-posao.net/Posao/537523/Radnik-na-montazi-fasadnih-sustava-ALU-i-PVC-stolarije-mz/
Šibensko-kninska,"Zagreb, Varaždin, rad od kuće","CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Specijalist korisničke podrške na njemačkom jeziku (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/536670/Specijalist-korisnicke-podrske-na-njemackom-jeziku-mz/
Virovitičko-podravska,"Zagreb, Varaždin, Homeoffice",ecx.io,Recruitment Consultant (m/f),31.08.2021.,https://www.moj-posao.net/Posao/534539/Recruitment-Consultant-mf/
Virovitičko-podravska,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Zadarska,"Zagreb, Varaždin, Homeoffice",ecx.io,Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/493513/Java-Developer-mf/
Zadarska,"Croatia, remote work",Cloudsense d.o.o.,Junior Technical Consultant (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536667/Junior-Technical-Consultant-mf/
Zagreb i Zagrebačka,Zagreb,Transcom Worldwide,Agent u korisničkoj video podršci na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537995/Agent-u-korisnickoj-video-podrsci-na-njemackom-jeziku-mz/
Zagreb i Zagrebačka,Zagreb,Transcom Worldwide,Agent u službi za korisnike na francuskom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537994/Agent-u-sluzbi-za-korisnike-na-francuskom-jeziku-mz/
Vukovarsko-srijemska,rad od kuće,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem francuskog i engleskog jezika (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537838/Specijalist-korisnicke-podrske-sa-znanjem-francuskog-i-engleskog-jezika-mz/
Vukovarsko-srijemska,Njemačka,NEXUS d.o.o. za proizvodnju i usluge,Monter čeličnih konstrukcija (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537303/Monter-celicnih-konstrukcija-mz/
Splitsko-dalmatinska,"Šibenik, Šolta, Trogir, Kaštela, Solin, Split, Podstrana, Makarska, Orebić",RIBOLA d.o.o.,Voditelj poslovnice (m/ž),11.09.2021.,https://www.moj-posao.net/Posao/538217/Voditelj-poslovnice-mz/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Software Quality Engineer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/516964/Senior-Software-Quality-Engineer-mf/
Inozemstvo,"Zagreb, Varaždin, Homeoffice",ecx.io,Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/493513/Java-Developer-mf/
Ličko-senjska,"Zagreb, rad od kuće",Transcom Worldwide,Agent u korisničkoj podršci na slovačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537997/Agent-u-korisnickoj-podrsci-na-slovackom-jeziku-mz/
Varaždinska,"Zagreb, Varaždin, rad od kuće","CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Specijalist korisničke podrške na njemačkom jeziku (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/536670/Specijalist-korisnicke-podrske-na-njemackom-jeziku-mz/
Sisačko-moslavačka,"Zagreb, Sisak, Karlovac, Rijeka, Osijek, Varaždin, Križevci, Pula, Vinkovci, Nova Gradiška, Split",Adecco Hrvatska d.o.o.,Savjetnik u terenskoj prodaji (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/489277/Savjetnik-u-terenskoj-prodaji-mz/
Požeško-slavonska,Sjeverna i istočna Hrvatska,TECE d.o.o.,Prodajni savjetnik (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538051/Prodajni-savjetnik-mz/
Osječko-baranjska,"Zagreb, Rijeka, Osijek",Mlinar d.o.o.,Radnik u skladištu zamrznutih proizvoda (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/538303/Radnik-u-skladistu-zamrznutih-proizvoda-mz/
Primorsko-goranska,"Zagreb, Split, Varaždin, Zaprešić, Križevci, Rijeka, Poreč, Pula",TEDi poslovanje d.o.o. za trgovinu i usluge,Suradnik u prodaji / prodavač (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537911/Suradnik-u-prodaji-prodavac-mz/
Primorsko-goranska,"Zadar, Crikvenica",TELEFUTURA d.o.o. za trgovinu i usluge,Prodajni savjetnik u telekomunikacijskoj poslovnici (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/537688/Prodajni-savjetnik-u-telekomunikacijskoj-poslovnici-mz/
Krapinsko-zagorska,"Krk, Rijeka, Zagreb, Zaprešić, Samobor, Velika Gorica, Jastrebarsko, Ivanić Grad, Dugo Selo, Vrbovec, Krapina, Zabok, Karlovac",HP-Hrvatska pošta d.d.,Dostavljač tiskovina (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/538090/Dostavljac-tiskovina-mz/
Međimurska,"Zagreb, Zaprešić, Pula, Rijeka, Čakovec, Varaždin",Sport Vision,Prodavač (m/ž),26.08.2021.,https://www.moj-posao.net/Posao/538319/Prodavac-mz/
Šibensko-kninska,cijela Hrvatska,Roaming Networks,Monter za pristupne mreže (m/ž),12.08.2021.,https://www.moj-posao.net/Posao/536537/Monter-za-pristupne-mreze-mz/
Šibensko-kninska,remote,AA EURO CROATIA društvo s ograničenom odgovornošću za usluge,Full Stack / Backend Developer (m/f),20.08.2021.,https://www.moj-posao.net/Posao/536010/Full-Stack-Backend-Developer-mf/
Virovitičko-podravska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Virovitičko-podravska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Zadarska,"Croatia, remote work",Cloudsense d.o.o.,Mid/Senior Technical Consultant (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536672/MidSenior-Technical-Consultant-mf/
Zagreb i Zagrebačka,Zagreb,Electus DGS d.o.o.,Sistem inženjer - junior (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/536210/Sistem-inzenjer-junior-mz/
Zagreb i Zagrebačka,Zagreb,Electus DGS d.o.o.,Prehrambeni tehnolog u pivarstvu (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/535305/Prehrambeni-tehnolog-u-pivarstvu-mz/
Vukovarsko-srijemska,cijela Hrvatska,Roaming Networks,Monter za pristupne mreže (m/ž),12.08.2021.,https://www.moj-posao.net/Posao/536537/Monter-za-pristupne-mreze-mz/
Vukovarsko-srijemska,"Zagreb, rad od kuće",Smart Flex d.o.o.,Suradnik za poljsko tržište (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/535208/Suradnik-za-poljsko-trziste-mz/
Splitsko-dalmatinska,"Rovinj, Mali Lošinj, Hvar",HP-Hrvatska pošta d.d.,Operater u poštanskom uredu (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/538091/Operater-u-postanskom-uredu-mz/
Splitsko-dalmatinska,"Krk, Crikvenica, Novi Vinodolski, Čabar, Pazin, Buzet, Hvar, Varaždin",HP-Hrvatska pošta d.d.,Poštar za opću dostavu (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/538100/Postar-za-opcu-dostavu-mz/
Inozemstvo,"Croatia, remote work",Cloudsense d.o.o.,Junior Technical Consultant (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536667/Junior-Technical-Consultant-mf/
Inozemstvo,"Croatia, remote work",Cloudsense d.o.o.,Solution Architect (m/f),12.08.2021.,https://www.moj-posao.net/Posao/536677/Solution-Architect-mf/
Ličko-senjska,rad od kuće,Transcom Worldwide,Administrativni agent u službi za korisnike na njemačkom jeziku (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/537996/Administrativni-agent-u-sluzbi-za-korisnike-na-njemackom-jeziku-mz/
Ličko-senjska,Hrvatska,Intraffico d.o.o. za trgovinu,Terenski prodajni predstavnik (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537740/Terenski-prodajni-predstavnik-mz/
Varaždinska,cijela Hrvatska,Roaming Networks,Monter za pristupne mreže (m/ž),12.08.2021.,https://www.moj-posao.net/Posao/536537/Monter-za-pristupne-mreze-mz/
Varaždinska,"Zagreb, Osijek, Varaždin, Split",Sedam IT d.o.o.,Senior Frontend Developer - Tech Lead (m/ž),21.08.2021.,https://www.moj-posao.net/Posao/535779/Senior-Frontend-Developer-Tech-Lead-mz/
Sisačko-moslavačka,Hrvatska,Intraffico d.o.o. za trgovinu,Terenski prodajni predstavnik (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537740/Terenski-prodajni-predstavnik-mz/
Sisačko-moslavačka,Kutina,Pevex d.d.,Kontrolor u Centralnom skladištu (m/ž),13.08.2021.,https://www.moj-posao.net/Posao/537526/Kontrolor-u-Centralnom-skladistu-mz/
Požeško-slavonska,Hrvatska,Intraffico d.o.o. za trgovinu,Terenski prodajni predstavnik (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537740/Terenski-prodajni-predstavnik-mz/
Požeško-slavonska,"Zagreb, Varaždin, rad od kuće","CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Specijalist korisničke podrške na njemačkom jeziku (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/536670/Specijalist-korisnicke-podrske-na-njemackom-jeziku-mz/
Osječko-baranjska,Europska unija,"ELEKTRO BESS  uslužno servisno-trgovačko društvo, d.o.o.",Monter asfaltnih postrojenja (m/ž),10.09.2021.,https://www.moj-posao.net/Posao/538089/Monter-asfaltnih-postrojenja-mz/
Osječko-baranjska,"Zagreb, remote",MIND Solutions d.o.o.,IT Technician (m/f),23.08.2021.,https://www.moj-posao.net/Posao/537457/IT-Technician-mf/
Koprivničko-križevačka,"Zagreb, Sisak, Karlovac, Rijeka, Osijek, Varaždin, Križevci, Pula, Vinkovci, Nova Gradiška, Split",Adecco Hrvatska d.o.o.,Savjetnik u terenskoj prodaji (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/489277/Savjetnik-u-terenskoj-prodaji-mz/
Primorsko-goranska,"Split, Zadar, Osijek, Slavonski Brod, Čakovec, Rijeka",eKupi d.o.o.,Agent korisničke podrške (m/ž),20.08.2021.,https://www.moj-posao.net/Posao/537511/Agent-korisnicke-podrske-mz/
