Zupanija,Mjesto,Tvrtka,Pozicija,vrijedi_do,link_za_posao
Zagreb i Zagrebačka,"Zagreb i Zagrebačka županija, kontinentalna Hrvatska",Röfix d.o.o.,Komercijalno-tehnički predstavnik - grupa proizvoda podni sustavi (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497977/Komercijalno-tehnicki-predstavnik-grupa-proizvoda-podni-sustavi-mz/
Zagreb i Zagrebačka,Zagreb,Poliklinika Identalia d.o.o.,Doktor dentalne medicine u području fiksne ortodoncije (m/ž),06.11.2020.,https://www.moj-posao.net/Posao/497962/Doktor-dentalne-medicine-u-podrucju-fiksne-ortodoncije-mz/
Zagreb i Zagrebačka,Zagreb,Raiffeisenbank Austria d.d.,Glavni referent skrbništva i namire (m/ž),01.11.2020.,https://www.moj-posao.net/Posao/497961/Glavni-referent-skrbnistva-i-namire-mz/
Zagreb i Zagrebačka,Zagreb,Raiffeisenbank Austria d.d.,Senior Backend Developer (m/f),28.10.2020.,https://www.moj-posao.net/Posao/497698/Senior-Backend-Developer-mf/
Splitsko-dalmatinska,Solin,Conty Plus d.o.o.,Djelatnik u proizvodnji (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497562/Djelatnik-u-proizvodnji-mz/
Splitsko-dalmatinska,Solin,AD Plastik d.d.,Koordinator strateške nabave (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497406/Koordinator-strateske-nabave-mz/
Splitsko-dalmatinska,remote work,"CITY CONNECT, društvo s ograničenom odgovornošću za usluge",City Connect Dutch Specialist (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497265/City-Connect-Dutch-Specialist-mz/
Splitsko-dalmatinska,Zadar ili Split,OTP banka d.d.,Viši specijalist / specijalist za DWH (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496709/Visi-specijalist-specijalist-za-DWH-mz/
Splitsko-dalmatinska,Zadar ili Split,OTP banka d.d.,Viši razvojni inženjer / Razvojni inženjer  (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496708/Visi-razvojni-inzenjer-Razvojni-inzenjer-mz/
Splitsko-dalmatinska,Remote,RIS Consulting GmbH,Fullstack Developer (m/w/d),05.11.2020.,https://www.moj-posao.net/Posao/495708/Fullstack-Developer-mwd/
Splitsko-dalmatinska,Remote,RIS Consulting GmbH,Senior Software Architect (m/w/d),05.11.2020.,https://www.moj-posao.net/Posao/495707/Senior-Software-Architect-mwd/
Splitsko-dalmatinska,Remote,RIS Consulting GmbH,Backend Developer (m/w/d),05.11.2020.,https://www.moj-posao.net/Posao/495701/Backend-Developer-mwd/
Splitsko-dalmatinska,Remote,RIS Consulting GmbH,Frontend Developer (m/w/d),05.11.2020.,https://www.moj-posao.net/Posao/495605/Frontend-Developer-mwd/
Zagreb i Zagrebačka,Zagreb,Raiffeisenbank Austria d.d.,Service Desk Administrator (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497699/Service-Desk-Administrator-mz/
Zagreb i Zagrebačka,Zagreb,Raiffeisenbank Austria d.d.,UX/UI dizajner (m/ž),04.11.2020.,https://www.moj-posao.net/Posao/497700/UXUI-dizajner-mz/
Zagreb i Zagrebačka,"Varaždin, Zagreb",Hrvatska poštanska banka d.d.,Viši sistem analitičar za aplikativnu podršku kartičnom poslovanju (m/ž),08.11.2020.,https://www.moj-posao.net/Posao/497960/Visi-sistem-analiticar-za-aplikativnu-podrsku-karticnom-poslovanju-mz/
Zagreb i Zagrebačka,Samobor,Klimaoprema d.d.,Inženjer strojarstva u odjelu konstrukcija (m/ž),06.11.2020.,https://www.moj-posao.net/Posao/497915/Inzenjer-strojarstva-u-odjelu-konstrukcija-mz/
Zagreb i Zagrebačka,Zagreb,MANPOWER savjetovanje d.o.o.,IT Business Development Consultant (m/f),05.11.2020.,https://www.moj-posao.net/Posao/497894/IT-Business-Development-Consultant-mf/
Zagreb i Zagrebačka,Zagreb,MANPOWER savjetovanje d.o.o.,Agent u odjelu telefonske prodaje (m/ž),26.10.2020.,https://www.moj-posao.net/Posao/496630/Agent-u-odjelu-telefonske-prodaje-mz/
Zagreb i Zagrebačka,Zagreb,MANPOWER savjetovanje d.o.o.,Prodavač u pekari (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497432/Prodavac-u-pekari-mz/
Zagreb i Zagrebačka,Zagreb,MANPOWER savjetovanje d.o.o.,Monter namještaja (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497431/Monter-namjestaja-mz/
Zagreb i Zagrebačka,Zagreb,Importanne Resort d.o.o.,Koordinator projekata (m/ž),29.10.2020.,https://www.moj-posao.net/Posao/497463/Koordinator-projekata-mz/
Splitsko-dalmatinska,Remote,RIS Consulting GmbH,UI / UX Designer (m/w/d),05.11.2020.,https://www.moj-posao.net/Posao/495295/UI-UX-Designer-mwd/
Splitsko-dalmatinska,Pula,MANPOWER savjetovanje d.o.o.,Promotor u poslovnici - student (m/ž),26.10.2020.,https://www.moj-posao.net/Posao/496632/Promotor-u-poslovnici-student-mz/
Splitsko-dalmatinska,"Slavonski Brod, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceutski tehničar (m/ž),23.11.2020.,https://www.moj-posao.net/Posao/498022/Farmaceutski-tehnicar-mz/
Splitsko-dalmatinska,cijela Hrvatska,Atlantic Grupa - Farmacia,Farmaceut (m/ž),23.11.2020.,https://www.moj-posao.net/Posao/498023/Farmaceut-mz/
Splitsko-dalmatinska,Split i okolica,INNECTO d.o.o.,Tesar (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/493747/Tesar-mz/
Splitsko-dalmatinska,Split i okolica,INNECTO d.o.o.,Rukovatelj građevinskim strojem (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/493744/Rukovatelj-gradjevinskim-strojem-mz/
Splitsko-dalmatinska,Split,INNECTO d.o.o.,Vodoinstalater (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/493743/Vodoinstalater-mz/
Splitsko-dalmatinska,remote,USP MARKETING CONSULTANCY B.V.,Data Research Analyst (m/f),03.11.2020.,https://www.moj-posao.net/Posao/497361/Data-Research-Analyst-mf/
Splitsko-dalmatinska,Remote work,freshcells systems engineering GmbH,Frontend Designer (m/w/d),13.11.2020.,https://www.moj-posao.net/Posao/497006/Frontend-Designer-mwd/
Splitsko-dalmatinska,Remote work,freshcells systems engineering GmbH,Senior Software Architect (m/w/d),13.11.2020.,https://www.moj-posao.net/Posao/497007/Senior-Software-Architect-mwd/
Splitsko-dalmatinska,Remote work,freshcells systems engineering GmbH,Fullstack Developer (m/w/d),13.11.2020.,https://www.moj-posao.net/Posao/497008/Fullstack-Developer-mwd/
Splitsko-dalmatinska,"Drniš, Brač, Zadar, Split",Smart Flex d.o.o.,Tehničar za telekomunikacije (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/496633/Tehnicar-za-telekomunikacije-mz/
Zagreb i Zagrebačka,Zagreb,Importanne Resort d.o.o.,Referent u platnom prometu (m/ž),29.10.2020.,https://www.moj-posao.net/Posao/497739/Referent-u-platnom-prometu-mz/
Zagreb i Zagrebačka,Zagreb i sjeverozapadna Hrvatska,SE-MARK d.o.o.,Prodajni predstavnik za poslovne korisnike (m/ž),05.11.2020.,https://www.moj-posao.net/Posao/497830/Prodajni-predstavnik-za-poslovne-korisnike-mz/
Zagreb i Zagrebačka,Zagreb,IKEA Hrvatska,Zaposlenik u odjelu logistike (m/ž),01.11.2020.,https://www.moj-posao.net/Posao/497750/Zaposlenik-u-odjelu-logistike-mz/
Zagreb i Zagrebačka,"Zagreb, Rijeka, Karlovac, Pula",Electus DGS d.o.o.,Terenski prodajni predstavnik (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497742/Terenski-prodajni-predstavnik-mz/
Zagreb i Zagrebačka,Zagreb,E.ON Hrvatska d.o.o.,Voditelj tima u Telesales odjelu (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497568/Voditelj-tima-u-Telesales-odjelu-mz/
Zagreb i Zagrebačka,Zagreb,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Voditelj projekata za investicije i razvoj projekata (m/ž),04.11.2020.,https://www.moj-posao.net/Posao/497667/Voditelj-projekata-za-investicije-i-razvoj-projekata-mz/
Zagreb i Zagrebačka,Zagreb,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Kuhar (m/ž),04.11.2020.,https://www.moj-posao.net/Posao/497668/Kuhar-mz/
Zagreb i Zagrebačka,Zagreb,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Domaćin / domaćica - servir (m/ž),04.11.2020.,https://www.moj-posao.net/Posao/497669/Domacin-domacica-servir-mz/
Zagreb i Zagrebačka,"Ludbreg, Samobor",Plodine d.d.,Prodavač (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497621/Prodavac-mz/
Zagreb i Zagrebačka,"Čakovec, Samobor",Plodine d.d.,Prodavač na odjelu mesa - mesar (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497628/Prodavac-na-odjelu-mesa-mesar-mz/
Zagreb i Zagrebačka,Sesvetski Kraljevec,Valipile d.o.o.,Strojarski tehničar / Inženjer strojarstva (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497594/Strojarski-tehnicar-Inzenjer-strojarstva-mz/
Zagreb i Zagrebačka,"Zagreb, Šibenik",Fero-Term d.o.o.,Voditelj poslovnice (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/497438/Voditelj-poslovnice-mz/
Splitsko-dalmatinska,"Zagreb, Varaždin, cijela Hrvatska",Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem stranog jezika (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/494886/Specijalist-korisnicke-podrske-sa-znanjem-stranog-jezika-mz/
Splitsko-dalmatinska,"Rijeka, Split, Varaždin, Sisak, Zagreb, Slavonski Brod",Electus DGS d.o.o.,Savjetnik u terenskoj prodaji (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/489592/Savjetnik-u-terenskoj-prodaji-mz/
Splitsko-dalmatinska,Makarska,Pevex d.d.,Trgovac (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/498015/Trgovac-mz/
Splitsko-dalmatinska,"Zagreb, Split, Rijeka, Zadar, Osijek, Pula, Varaždin",C.R.T.F. Moda d.o.o.,Menadžer prodavaonice - Voditelj prodavaonice (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497412/Menadzer-prodavaonice-Voditelj-prodavaonice-mz/
Splitsko-dalmatinska,"Zagreb, Vukovar, Ilok, Varaždin, Krapina, Lepoglava, Čakovec, Vrbovec, Daruvar, Jastrebarsko, Ivanić Grad, Karlovac, Krk, Poreč, Rovinj, Delnice, Supetar, Dubrovnik",KONZUM plus d.o.o.,Mesar (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497278/Mesar-mz/
Splitsko-dalmatinska,"Žminj, Rijeka, Split, Zagreb, Varaždin",Digitalni Tahograf d.o.o.,Tehničar u radionici za tahografe (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496804/Tehnicar-u-radionici-za-tahografe-mz/
Splitsko-dalmatinska,"Zagreb, Rugvica, Zaprešić, Split, Pula, Zadar",Europa92,Prodavač (m/ž),09.11.2020.,https://www.moj-posao.net/Posao/496404/Prodavac-mz/
Splitsko-dalmatinska,"Zagreb, Rijeka, Split, Zadar",Europa92,Voditelj poslovnice (m/ž),09.11.2020.,https://www.moj-posao.net/Posao/496405/Voditelj-poslovnice-mz/
Splitsko-dalmatinska,"Zagreb, Split",Europa92,Regionalni voditelj maloprodaje (m/ž),09.11.2020.,https://www.moj-posao.net/Posao/496406/Regionalni-voditelj-maloprodaje-mz/
Splitsko-dalmatinska,"Zagreb, Split, Rijeka, Zadar",Calzedonia Croatia d.o.o.,Prodavač (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497417/Prodavac-mz/
Splitsko-dalmatinska,"Zagreb i Zagrebačka, Dubrovačko-neretvanska, Istarska, Primorsko-goranska, Splitsko-dalmatinska, Šibensko-kninska, Zadarska županija","SMIT-COMMERCE d.o.o. trgovina, proizvodnja i usluge",Terenski komercijalist (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497761/Terenski-komercijalist-mz/
Zagreb i Zagrebačka,Zagreb,Deloitte d.o.o.,Recruitment Specialist (m/f),27.10.2020.,https://www.moj-posao.net/Posao/497462/Recruitment-Specialist-mf/
Zagreb i Zagrebačka,Zagreb,Addiko Bank d.d.,Senior Group Market & Liquidity Risk Specialist / Samostalni specijalist za tržišne rizike i rizike likvidnosti grupe (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497446/Senior-Group-Market-Liquidity-Risk-Specialist-Samostalni-specijalist-za-trzisne-rizike-i-rizike-likvidnosti-grupe-mz/
Zagreb i Zagrebačka,Zagreb,Addiko Bank d.d.,Senior .NET Software Developer (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497447/Senior-NET-Software-Developer-mz/
Zagreb i Zagrebačka,"Zagreb, Osijek",Addiko Bank d.d.,Specijalist za efikasnost mreže (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497434/Specijalist-za-efikasnost-mreze-mz/
Zagreb i Zagrebačka,"Zagreb, Split, Rijeka, Zadar, Osijek, Pula, Varaždin",C.R.T.F. Moda d.o.o.,Menadžer prodavaonice - Voditelj prodavaonice (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497412/Menadzer-prodavaonice-Voditelj-prodavaonice-mz/
Zagreb i Zagrebačka,"Zagreb, Trnovec Bartolovečki, Rijeka, Crikvenica, Opatija, Rovinj",KONZUM plus d.o.o.,Prodavač - blagajnik (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497275/Prodavac-blagajnik-mz/
Zagreb i Zagrebačka,Zagreb,KONZUM plus d.o.o.,Komisionar u internet prodavaonici (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497281/Komisionar-u-internet-prodavaonici-mz/
Zagreb i Zagrebačka,Zagreb,KONZUM plus d.o.o.,Vozač C kategorije (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497280/Vozac-C-kategorije-mz/
Zagreb i Zagrebačka,"Zagreb, Vukovar, Ilok, Varaždin, Krapina, Lepoglava, Čakovec, Vrbovec, Daruvar, Jastrebarsko, Ivanić Grad, Karlovac, Krk, Poreč, Rovinj, Delnice, Supetar, Dubrovnik",KONZUM plus d.o.o.,Mesar (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497278/Mesar-mz/
Zagreb i Zagrebačka,Zagreb,KONZUM plus d.o.o.,Radnik u pripremi pekarskih proizvoda (m/ž),31.10.2020.,https://www.moj-posao.net/Posao/497282/Radnik-u-pripremi-pekarskih-proizvoda-mz/
Zagreb i Zagrebačka,remote work,"CITY CONNECT, društvo s ograničenom odgovornošću za usluge",City Connect Dutch Specialist (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497265/City-Connect-Dutch-Specialist-mz/
Zagreb i Zagrebačka,Zagreb,"CITY CONNECT, društvo s ograničenom odgovornošću za usluge",City Connect German Specialist (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497096/City-Connect-German-Specialist-mz/
Splitsko-dalmatinska,cijela Hrvatska,KAMGRAD d.o.o. za graditeljstvo i trgovinu,Građevinski poslovođa (m/ž),21.11.2020.,https://www.moj-posao.net/Posao/497741/Gradjevinski-poslovodja-mz/
Splitsko-dalmatinska,Split,VERTRON d.o.o.,Instalater / serviser klimatizacijske opreme (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/497400/Instalater-serviser-klimatizacijske-opreme-mz/
Splitsko-dalmatinska,"Zagreb, Split",Cloudsense d.o.o.,Solution Architect (m/f),30.10.2020.,https://www.moj-posao.net/Posao/497334/Solution-Architect-mf/
Splitsko-dalmatinska,"Zagreb, Split",Cloudsense d.o.o.,Junior Product Developer (m/f),30.10.2020.,https://www.moj-posao.net/Posao/497333/Junior-Product-Developer-mf/
Splitsko-dalmatinska,"Zagreb, Split",Cloudsense d.o.o.,Product Developer (m/f),30.10.2020.,https://www.moj-posao.net/Posao/497332/Product-Developer-mf/
Splitsko-dalmatinska,"Zagreb, Split",Cloudsense d.o.o.,Senior Technical Consultant (m/f),30.10.2020.,https://www.moj-posao.net/Posao/497335/Senior-Technical-Consultant-mf/
Splitsko-dalmatinska,"Zagreb, Rijeka, Split, Zadar, Pula, Varaždin, Osijek",C.R.T.F. Moda d.o.o.,Modni konzultant u prodaji / prodavač (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496784/Modni-konzultant-u-prodaji-prodavac-mz/
Splitsko-dalmatinska,Split,Ericsson Nikola Tesla,Software Developer (m/f),08.11.2020.,https://www.moj-posao.net/Posao/496187/Software-Developer-mf/
Splitsko-dalmatinska,"Zagreb, Split",Hrvatski Telekom,Senior .Net Developer (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497161/Senior-Net-Developer-mz/
Splitsko-dalmatinska,Varaždin,MARKER d.o.o.,Mid level PHP developer (m/ž),09.11.2020.,https://www.moj-posao.net/Posao/498178/Mid-level-PHP-developer-mz/
Zagreb i Zagrebačka,Zagreb,"CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Prodajni predstavnik za telefonsku prodaju telekomunikacijskih usluga (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/497097/Prodajni-predstavnik-za-telefonsku-prodaju-telekomunikacijskih-usluga-mz/
Zagreb i Zagrebačka,Zagreb,Hrvatski Telekom,Voditelj projekta u uredu za transformaciju (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497160/Voditelj-projekta-u-uredu-za-transformaciju-mz/
Zagreb i Zagrebačka,Zagreb,Hrvatski Telekom,Voditelj grupe za upravljanje vrijednošću korisnika i analizu podataka (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497004/Voditelj-grupe-za-upravljanje-vrijednoscu-korisnika-i-analizu-podataka-mz/
Zagreb i Zagrebačka,"Zagreb, Split",Hrvatski Telekom,Senior .Net Developer (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497161/Senior-Net-Developer-mz/
Zagreb i Zagrebačka,Zagreb,Hrvatski Telekom,Stručnjak za javnu nabavu i EU (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/497165/Strucnjak-za-javnu-nabavu-i-EU-mz/
Zagreb i Zagrebačka,Zagreb,ConTec CRO d.o.o.,Građevinski tehničar / Inženjer građevinarstva (m/ž),14.11.2020.,https://www.moj-posao.net/Posao/496957/Gradjevinski-tehnicar-Inzenjer-gradjevinarstva-mz/
Zagreb i Zagrebačka,Zagreb,ConTec CRO d.o.o.,Projektant konstrukcija / Statičar (m/ž),14.11.2020.,https://www.moj-posao.net/Posao/496955/Projektant-konstrukcija-Staticar-mz/
Zagreb i Zagrebačka,Zagreb,ConTec CRO d.o.o.,BIM koordinator (m/ž),14.11.2020.,https://www.moj-posao.net/Posao/496931/BIM-koordinator-mz/
Zagreb i Zagrebačka,Zagreb,ConTec CRO d.o.o.,Voditelj odjela konstruktera (m/ž),14.11.2020.,https://www.moj-posao.net/Posao/496751/Voditelj-odjela-konstruktera-mz/
Zagreb i Zagrebačka,Zagreb,Hrvatska poštanska banka d.d.,Viši analitičar za podršku skladištenju podataka (DWH) (m/ž),28.10.2020.,https://www.moj-posao.net/Posao/496958/Visi-analiticar-za-podrsku-skladistenju-podataka-DWH-mz/
Zagreb i Zagrebačka,Zagreb,Digitalni Tahograf d.o.o.,Električar za gospodarska vozila (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496797/Elektricar-za-gospodarska-vozila-mz/
Zagreb i Zagrebačka,Zagreb,Digitalni Tahograf d.o.o.,Voditelj računovodstva (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496805/Voditelj-racunovodstva-mz/
Zagreb i Zagrebačka,"Žminj, Rijeka, Split, Zagreb, Varaždin",Digitalni Tahograf d.o.o.,Tehničar u radionici za tahografe (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496804/Tehnicar-u-radionici-za-tahografe-mz/
Zagreb i Zagrebačka,Zagreb,Digitalni Tahograf d.o.o.,Mehaničar za gospodarska vozila (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496803/Mehanicar-za-gospodarska-vozila-mz/
Splitsko-dalmatinska,Split,Nautika Centar Nava,Brodski mehaničar (m/ž),04.11.2020.,https://www.moj-posao.net/Posao/497458/Brodski-mehanicar-mz/
Splitsko-dalmatinska,cijela Hrvatska,SAMSIC d.o.o. za usluge,Spremač / Spremačica,26.10.2020.,https://www.moj-posao.net/Posao/497351/Spremac-Spremacica/
Splitsko-dalmatinska,Zmijavci,Ferotehna d.o.o.,Djelatnik na stroju za vakumiranje u proizvodnji akrilnih kada (m/ž),26.10.2020.,https://www.moj-posao.net/Posao/497138/Djelatnik-na-stroju-za-vakumiranje-u-proizvodnji-akrilnih-kada-mz/
Splitsko-dalmatinska,"Zagreb, Rijeka, Pula, Split, Čakovec, Varaždin, Dugo Selo, Vrbovec, Sveti Ivan Zelina, Krapina, Zabok, Gospić, Krk, Crikvenica, Delnice, Sisak, Petrinja, Glina, Popovača, Hrvatska Kostajnica",SOKOL d.o.o. za usluge zaštite osoba i imovine,Zaštitar - čuvar (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/496312/Zastitar-cuvar-mz/
Splitsko-dalmatinska,Split,VISOKA ŠKOLA ZA MENADŽMENT I DIZAJN ASPIRA,Administrator u studentskoj službi (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/496989/Administrator-u-studentskoj-sluzbi-mz/
Splitsko-dalmatinska,"Zagreb i Zagrebačka, Zadarska, Splitsko-dalmatinska, Šibensko-kninska, Dubrovačko-neretvanska, Ličko-senjska županija","KUHN-Hrvatska, društvo s ograničenom odgovornošću za trgovinu građevinskim i sličnim strojevima",Serviser građevinske opreme i mehanizacije (m/ž),03.11.2020.,https://www.moj-posao.net/Posao/496800/Serviser-gradjevinske-opreme-i-mehanizacije-mz/
Splitsko-dalmatinska,Europa,BGW Montaža društvo s ograničenom odgovornošću za proizvodnju i usluge,Voditelj tima montera metalnih konstrukcija i transportne tehnike (m/ž),12.11.2020.,https://www.moj-posao.net/Posao/496422/Voditelj-tima-montera-metalnih-konstrukcija-i-transportne-tehnike-mz/
Splitsko-dalmatinska,Zemlje EU,"EUSI AGRIKOL, d.o.o.",Monter (m/ž),12.11.2020.,https://www.moj-posao.net/Posao/495996/Monter-mz/
Splitsko-dalmatinska,"Dubrovnik, Zagreb, Split",SCHINDLER HRVATSKA društvo s ograničenom odgovornošću za proizvodnju i trgovinu,Serviser dizala i pokretnih stepenica (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/496299/Serviser-dizala-i-pokretnih-stepenica-mz/
Splitsko-dalmatinska,Split,"DIALUX za trgovinu i usluge, društvo s ograničenom odgovornošću",Staklar (m/ž),01.11.2020.,https://www.moj-posao.net/Poslovac/60518/Staklar-mz/
Splitsko-dalmatinska,Split,Aedificium j.d.o.o. za graditeljstvo i usluge,Zavarivač autogenim postupkom (m/ž),28.10.2020.,https://www.moj-posao.net/Poslovac/60556/Zavarivac-autogenim-postupkom-mz/
Virovitičko-podravska,"cijela Hrvatska, inozemstvo",INSTITUT IGH d.d.,Glavni nadzorni inženjer - FIDIC inženjer (m/ž),02.11.2020.,https://www.moj-posao.net/Posao/498139/Glavni-nadzorni-inzenjer-FIDIC-inzenjer-mz/
Virovitičko-podravska,Zagreb i sjeverozapadna Hrvatska,SE-MARK d.o.o.,Prodajni predstavnik za poslovne korisnike (m/ž),05.11.2020.,https://www.moj-posao.net/Posao/497830/Prodajni-predstavnik-za-poslovne-korisnike-mz/
Virovitičko-podravska,Remote work,freshcells systems engineering GmbH,Frontend Designer (m/w/d),13.11.2020.,https://www.moj-posao.net/Posao/497006/Frontend-Designer-mwd/
Virovitičko-podravska,Remote work,freshcells systems engineering GmbH,Senior Software Architect (m/w/d),13.11.2020.,https://www.moj-posao.net/Posao/497007/Senior-Software-Architect-mwd/
Zagreb i Zagrebačka,Zagreb,Digitalni Tahograf d.o.o.,Voditelj servisa gospodarskih vozila (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496806/Voditelj-servisa-gospodarskih-vozila-mz/
Zagreb i Zagrebačka,Zagreb,PricewaterhouseCoopers d.o.o.,Viši asistent za računovodstvene usluge (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496710/Visi-asistent-za-racunovodstvene-usluge-mz/
Zagreb i Zagrebačka,Zagreb,PricewaterhouseCoopers d.o.o.,Asistent u knjigovodstvenom servisu (m/ž),27.10.2020.,https://www.moj-posao.net/Posao/496707/Asistent-u-knjigovodstvenom-servisu-mz/
Zagreb i Zagrebačka,Zagreb,Ured za podršku d.o.o.,Referent u računovodstvu (m/ž),26.10.2020.,https://www.moj-posao.net/Posao/496589/Referent-u-racunovodstvu-mz/
Zagreb i Zagrebačka,"Zagreb, Osijek",Ericsson Nikola Tesla,Radio Access Network Dimensioning Developer (m/f),30.10.2020.,https://www.moj-posao.net/Posao/496200/Radio-Access-Network-Dimensioning-Developer-mf/
Zagreb i Zagrebačka,Zagreb,IBM Hrvatska d.o.o.,Tehnički agent na njemačkom / engleskom jeziku (m/ž),30.10.2020.,https://www.moj-posao.net/Posao/494986/Tehnicki-agent-na-njemackom-engleskom-jeziku-mz/
Zagreb i Zagrebačka,Zagreb,Hill International,Projektant elektroenergetskih postrojenja (m/ž),19.11.2020.,https://www.moj-posao.net/Posao/497433/Projektant-elektroenergetskih-postrojenja-mz/
